===============================================================================
                 LIVING DEX GENERATION & AUDIT REPORT
===============================================================================
Date & Time : 2026-09-02 16:31:45
Game Version: US (Context: Gen7)
Trainer Info: OT = Oliverduds, TID = 63517, SID = 11102
Boxes Used  : Caixa 1 a Caixa 27 (807 Pokémon colocados)
Themed Balls: 540 | Gigantamax Factor: 0
-------------------------------------------------------------------------------
DETALHES DOS SLOTS GRAVADOS:
Box  1, Slot  1:   1 Bulbasaur          Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 13: 223 Remoraid           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 14: 224 Octillery          Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 15: 225 Delibird           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 16: 226 Mantine            Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box  8, Slot 17: 227 Skarmory           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 18: 228 Houndour           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 19: 229 Houndoom           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 20: 230 Kingdra            Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 21: 231 Phanpy             Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 22: 232 Donphan            Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 23: 233 Porygon2           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 24: 234 Stantler           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 25: 235 Smeargle           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 26: 236 Tyrogue            Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 27: 237 Hitmontop          Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 28: 238 Smoochum           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box  8, Slot 29: 239 Elekid             Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  8, Slot 30: 240 Magby              Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot  1: 241 Miltank            Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot  2: 242 Blissey            Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box  9, Slot  3: 243 Raikou             Lv.100 | Origin: C      | Ball: Poke       | IVs: 31/0/31/31/31/31
Box  9, Slot  4: 244 Entei              Lv.100 | Origin: C      | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot  5: 245 Suicune            Lv.100 | Origin: C      | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot  6: 246 Larvitar           Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot  7: 247 Pupitar            Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot  8: 248 Tyranitar          Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot  9: 249 Lugia              Lv.100 | Origin: C      | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 10: 250 Ho-Oh              Lv.100 | Origin: C      | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 11: 251 Celebi             Lv.100 | Origin: C      | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 12: 252 Treecko            Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 13: 253 Grovyle            Lv. 16 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 14: 254 Sceptile           Lv. 36 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 15: 255 Torchic            Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 16: 256 Combusken          Lv. 16 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 17: 257 Blaziken           Lv. 36 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 18: 258 Mudkip             Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 19: 259 Marshtomp          Lv. 16 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 20: 260 Swampert           Lv. 36 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box  9, Slot 21: 261 Poochyena          Lv.  1 | Origin: OR     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box  9, Slot 22: 262 Mightyena          Lv. 18 | Origin: OR     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box  9, Slot 23: 263 Zigzagoon          Lv.  1 | Origin: OR     | Ball: Heavy      | IVs: 31/31/31/31/31/31
Box  9, Slot 24: 264 Linoone            Lv. 20 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box  9, Slot 25: 265 Wurmple            Lv.  1 | Origin: OR     | Ball: Net        | IVs: 31/31/31/31/31/31
Box  9, Slot 26: 266 Silcoon            Lv.  7 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box  9, Slot 27: 267 Beautifly          Lv. 10 | Origin: OR     | Ball: Nest       | IVs: 31/0/31/31/31/31
Box  9, Slot 28: 268 Cascoon            Lv.  7 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box  9, Slot 29: 269 Dustox             Lv. 10 | Origin: OR     | Ball: Sport      | IVs: 31/31/31/31/31/31
Box  9, Slot 30: 270 Lotad              Lv.  1 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 10, Slot  1: 271 Lombre             Lv. 14 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 10, Slot  2: 272 Ludicolo           Lv. 14 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 10, Slot  3: 273 Seedot             Lv.  1 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 10, Slot  4: 274 Nuzleaf            Lv. 14 | Origin: OR     | Ball: Moon       | IVs: 31/31/31/31/31/31
Box 10, Slot  5: 275 Shiftry            Lv. 14 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 10, Slot  6: 276 Taillow            Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 10, Slot  7: 277 Swellow            Lv. 22 | Origin: OR     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 10, Slot  8: 278 Wingull            Lv.  1 | Origin: OR     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 10, Slot  9: 279 Pelipper           Lv. 25 | Origin: OR     | Ball: Net        | IVs: 31/0/31/31/31/31
Box 10, Slot 10: 280 Ralts              Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 10, Slot 11: 281 Kirlia             Lv. 20 | Origin: OR     | Ball: Dusk       | IVs: 31/0/31/31/31/31
Box 10, Slot 12: 282 Gardevoir          Lv. 30 | Origin: OR     | Ball: Dream      | IVs: 31/0/31/31/31/31
Box 10, Slot 13: 283 Surskit            Lv.  1 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 10, Slot 14: 284 Masquerain         Lv. 22 | Origin: OR     | Ball: Safari     | IVs: 31/0/31/31/31/31
Box 10, Slot 15: 285 Shroomish          Lv.  1 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 10, Slot 16: 286 Breloom            Lv. 23 | Origin: OR     | Ball: Safari     | IVs: 31/31/31/31/31/31
Box 10, Slot 17: 287 Slakoth            Lv.  1 | Origin: OR     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 10, Slot 18: 288 Vigoroth           Lv. 18 | Origin: OR     | Ball: Heavy      | IVs: 31/31/31/31/31/31
Box 10, Slot 19: 289 Slaking            Lv. 36 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 10, Slot 20: 290 Nincada            Lv.  1 | Origin: OR     | Ball: Sport      | IVs: 31/31/31/31/31/31
Box 10, Slot 21: 291 Ninjask            Lv. 20 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 10, Slot 22: 292 Shedinja           Lv. 20 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 10, Slot 23: 293 Whismur            Lv.  1 | Origin: OR     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 10, Slot 24: 294 Loudred            Lv. 20 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 10, Slot 25: 295 Exploud            Lv. 40 | Origin: OR     | Ball: Heavy      | IVs: 31/31/31/31/31/31
Box 10, Slot 26: 296 Makuhita           Lv.  1 | Origin: OR     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 10, Slot 27: 297 Hariyama           Lv. 24 | Origin: OR     | Ball: Heavy      | IVs: 31/31/31/31/31/31
Box 10, Slot 28: 298 Azurill            Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 10, Slot 29: 299 Nosepass           Lv.  1 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 10, Slot 30: 300 Skitty             Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 11, Slot  1: 301 Delcatty           Lv.  1 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 11, Slot  2: 302 Sableye            Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 11, Slot  3: 303 Mawile             Lv.  1 | Origin: OR     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box 11, Slot  4: 304 Aron               Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 11, Slot  5: 305 Lairon             Lv. 32 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 11, Slot  6: 306 Aggron             Lv. 42 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 11, Slot  7: 307 Meditite           Lv.  1 | Origin: OR     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box 11, Slot  8: 308 Medicham           Lv. 37 | Origin: OR     | Ball: Moon       | IVs: 31/31/31/31/31/31
Box 11, Slot  9: 309 Electrike          Lv.  1 | Origin: OR     | Ball: Repeat     | IVs: 31/31/31/31/31/31
Box 11, Slot 10: 310 Manectric          Lv. 26 | Origin: OR     | Ball: Ultra      | IVs: 31/0/31/31/31/31
Box 11, Slot 11: 311 Plusle             Lv.  1 | Origin: OR     | Ball: Level      | IVs: 31/0/31/31/31/31
Box 11, Slot 12: 312 Minun              Lv.  1 | Origin: OR     | Ball: Repeat     | IVs: 31/0/31/31/31/31
Box 11, Slot 13: 313 Volbeat            Lv.  1 | Origin: OR     | Ball: Sport      | IVs: 31/31/31/31/31/31
Box 11, Slot 14: 314 Illumise           Lv.  1 | Origin: OR     | Ball: Sport      | IVs: 31/0/31/31/31/31
Box 11, Slot 15: 315 Roselia            Lv.  2 | Origin: OR     | Ball: Nest       | IVs: 31/0/31/31/31/31
Box 11, Slot 16: 316 Gulpin             Lv.  1 | Origin: OR     | Ball: Friend     | IVs: 31/31/31/31/31/31
Box 11, Slot 17: 317 Swalot             Lv. 26 | Origin: OR     | Ball: Safari     | IVs: 31/31/31/31/31/31
Box 11, Slot 18: 318 Carvanha           Lv.  1 | Origin: OR     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box 11, Slot 19: 319 Sharpedo           Lv. 30 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 11, Slot 20: 320 Wailmer            Lv.  1 | Origin: OR     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 11, Slot 21: 321 Wailord            Lv. 40 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 11, Slot 22: 322 Numel              Lv.  1 | Origin: OR     | Ball: Repeat     | IVs: 31/31/31/31/31/31
Box 11, Slot 23: 323 Camerupt           Lv. 33 | Origin: OR     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 11, Slot 24: 324 Torkoal            Lv.  1 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 11, Slot 25: 325 Spoink             Lv.  1 | Origin: OR     | Ball: Dream      | IVs: 31/0/31/31/31/31
Box 11, Slot 26: 326 Grumpig            Lv. 32 | Origin: OR     | Ball: Dusk       | IVs: 31/0/31/31/31/31
Box 11, Slot 27: 327 Spinda             Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 11, Slot 28: 328 Trapinch           Lv.  1 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 11, Slot 29: 329 Vibrava            Lv. 35 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 11, Slot 30: 330 Flygon             Lv. 45 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 12, Slot  1: 331 Cacnea             Lv.  1 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 12, Slot  2: 332 Cacturne           Lv. 32 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 12, Slot  3: 333 Swablu             Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 12, Slot  4: 334 Altaria            Lv. 35 | Origin: OR     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 12, Slot  5: 335 Zangoose           Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 12, Slot  6: 336 Seviper            Lv.  1 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 12, Slot  7: 337 Lunatone           Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 12, Slot  8: 338 Solrock            Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 12, Slot  9: 339 Barboach           Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 12, Slot 10: 340 Whiscash           Lv. 30 | Origin: OR     | Ball: Lure       | IVs: 31/31/31/31/31/31
Box 12, Slot 11: 341 Corphish           Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 12, Slot 12: 342 Crawdaunt          Lv. 30 | Origin: OR     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box 12, Slot 13: 343 Baltoy             Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 12, Slot 14: 344 Claydol            Lv. 36 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 12, Slot 15: 345 Lileep             Lv.  1 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 12, Slot 16: 346 Cradily            Lv. 40 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 12, Slot 17: 347 Anorith            Lv.  1 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 12, Slot 18: 348 Armaldo            Lv. 40 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 12, Slot 19: 349 Feebas             Lv.  1 | Origin: OR     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 12, Slot 20: 350 Milotic            Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/0/31/31/31/31
Box 12, Slot 21: 351 Castform           Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 12, Slot 22: 352 Kecleon            Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 12, Slot 23: 353 Shuppet            Lv.  1 | Origin: OR     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box 12, Slot 24: 354 Banette            Lv. 37 | Origin: OR     | Ball: Heal       | IVs: 31/31/31/31/31/31
Box 12, Slot 25: 355 Duskull            Lv.  1 | Origin: OR     | Ball: Heal       | IVs: 31/31/31/31/31/31
Box 12, Slot 26: 356 Dusclops           Lv. 37 | Origin: OR     | Ball: Heal       | IVs: 31/31/31/31/31/31
Box 12, Slot 27: 357 Tropius            Lv.  1 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 12, Slot 28: 358 Chimecho           Lv.  2 | Origin: OR     | Ball: Moon       | IVs: 31/0/31/31/31/31
Box 12, Slot 29: 359 Absol              Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 12, Slot 30: 360 Wynaut             Lv.  1 | Origin: OR     | Ball: Moon       | IVs: 31/31/31/31/31/31
Box 13, Slot  1: 361 Snorunt            Lv.  1 | Origin: OR     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 13, Slot  2: 362 Glalie             Lv. 42 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 13, Slot  3: 363 Spheal             Lv.  1 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 13, Slot  4: 364 Sealeo             Lv. 32 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 13, Slot  5: 365 Walrein            Lv. 44 | Origin: OR     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 13, Slot  6: 366 Clamperl           Lv.  1 | Origin: OR     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 13, Slot  7: 367 Huntail            Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 13, Slot  8: 368 Gorebyss           Lv.  1 | Origin: OR     | Ball: Lure       | IVs: 31/0/31/31/31/31
Box 13, Slot  9: 369 Relicanth          Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 13, Slot 10: 370 Luvdisc            Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 13, Slot 11: 371 Bagon              Lv.  1 | Origin: OR     | Ball: Repeat     | IVs: 31/31/31/31/31/31
Box 13, Slot 12: 372 Shelgon            Lv. 30 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 13, Slot 13: 373 Salamence          Lv. 50 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 13, Slot 14: 374 Beldum             Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 13, Slot 15: 375 Metang             Lv. 20 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 13, Slot 16: 376 Metagross          Lv. 45 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 13, Slot 17: 377 Regirock           Lv. 40 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 13, Slot 18: 378 Regice             Lv. 40 | Origin: OR     | Ball: Great      | IVs: 31/0/31/31/31/31
Box 13, Slot 19: 379 Registeel          Lv. 40 | Origin: OR     | Ball: Timer      | IVs: 31/31/31/31/31/31
Box 13, Slot 20: 380 Latias             Lv. 60 | Origin: UM     | Ball: Love       | IVs: 31/0/31/31/31/31
Box 13, Slot 21: 381 Latios             Lv.100 | Origin: UM     | Ball: Cherish    | IVs: 31/0/31/31/31/31
Box 13, Slot 22: 382 Kyogre             Lv. 60 | Origin: UM     | Ball: Dive       | IVs: 31/0/31/31/31/31
Box 13, Slot 23: 383 Groudon            Lv.100 | Origin: UM     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 13, Slot 24: 384 Rayquaza           Lv. 70 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 13, Slot 25: 385 Jirachi            Lv. 15 | Origin: US     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 13, Slot 26: 386 Deoxys             Lv. 80 | Origin: OR     | Ball: Heal       | IVs: 31/31/31/31/31/31
Box 13, Slot 27: 387 Turtwig            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 13, Slot 28: 388 Grotle             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 13, Slot 29: 389 Torterra           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 13, Slot 30: 390 Chimchar           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  1: 391 Monferno           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  2: 392 Infernape          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  3: 393 Piplup             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  4: 394 Prinplup           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  5: 395 Empoleon           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  6: 396 Starly             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  7: 397 Staravia           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  8: 398 Staraptor          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot  9: 399 Bidoof             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 10: 400 Bibarel            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 11: 401 Kricketot          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 12: 402 Kricketune         Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 13: 403 Shinx              Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 14: 404 Luxio              Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 15: 405 Luxray             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 16: 406 Budew              Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 17: 407 Roserade           Lv.100 | Origin: CXD    | Ball: Ultra      | IVs: 20/2/23/27/2/28
Box 14, Slot 18: 408 Cranidos           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 19: 409 Rampardos          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 20: 410 Shieldon           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 21: 411 Bastiodon          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 22: 412 Burmy              Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 23: 413 Wormadam           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 24: 414 Mothim             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 25: 415 Combee             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 26: 416 Vespiquen          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 27: 417 Pachirisu          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 28: 418 Buizel             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 29: 419 Floatzel           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 14, Slot 30: 420 Cherubi            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 15, Slot  1: 421 Cherrim            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 15, Slot  2: 422 Shellos            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot  3: 423 Gastrodon          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot  4: 424 Ambipom            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot  5: 425 Drifloon           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot  6: 426 Drifblim           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot  7: 427 Buneary            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot  8: 428 Lopunny            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot  9: 429 Mismagius          Lv.100 | Origin: CXD    | Ball: Ultra      | IVs: 22/8/25/10/31/28
Box 15, Slot 10: 430 Honchkrow          Lv.100 | Origin: CXD    | Ball: Premier    | IVs: 4/0/19/23/10/3
Box 15, Slot 11: 431 Glameow            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 12: 432 Purugly            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 13: 433 Chingling          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 15, Slot 14: 434 Stunky             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 15: 435 Skuntank           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 16: 436 Bronzor            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 17: 437 Bronzong           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 18: 438 Bonsly             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 19: 439 Mime Jr.           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 15, Slot 20: 440 Happiny            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 21: 441 Chatot             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 15, Slot 22: 442 Spiritomb          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 23: 443 Gible              Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 24: 444 Gabite             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 25: 445 Garchomp           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
